LAMMPS data file for Nanoparticles

1030 atoms
1 atom types
  0.0000 180.0000 xlo xhi
  0.0000 180.0000 ylo yhi
  0.0000 180.0000 zlo zhi

Masses

1 196.96655  # Au



Atoms

1	1	 85.99329800	 72.92231900	 80.59074800
2	1	 94.17264800	 73.01975000	 81.23488800
3	1	 91.68521400	 72.53436700	 81.04516300
4	1	 84.65067600	 75.13146400	 80.67335700
5	1	 87.38524800	 75.27450300	 80.51465200
6	1	 88.62200800	 73.02162600	 80.83918900
7	1	 90.14518900	 75.07676100	 80.72767500
8	1	 92.86646200	 75.05083300	 80.51392400
9	1	 95.83338000	 75.21191900	 80.58692100
10	1	 80.14973400	 77.38938400	 80.65623300
11	1	 78.56511900	 79.60997100	 80.66699000
12	1	 81.25455100	 79.67411700	 80.60529800
13	1	 82.99457500	 77.62524900	 80.56621000
14	1	 84.36930700	 79.94033500	 80.84293300
15	1	 88.56846400	 77.57536300	 80.87294000
16	1	 87.11777400	 80.04598100	 81.10832100
17	1	 85.66605400	 77.55299600	 80.82109400
18	1	 89.95031000	 79.90900800	 80.70582700
19	1	 91.48150300	 77.48689700	 80.56089000
20	1	 93.01495000	 79.73250000	 80.71613000
21	1	 94.44614600	 77.20385400	 80.78446500
22	1	 96.02412000	 79.28037400	 80.55931600
23	1	 98.58847000	 79.84893000	 80.84863100
24	1	101.10764000	 80.04780500	 80.73698100
25	1	 75.89484500	 84.39953700	 80.54448200
26	1	 77.19680700	 81.97817100	 80.83000100
27	1	 79.90586900	 82.10857800	 80.26337500
28	1	 78.62010500	 84.46710800	 80.62027300
29	1	 81.35789800	 84.39240600	 80.78035200
30	1	 82.85832800	 81.92787100	 80.46492200
31	1	 84.11603800	 84.57305900	 80.46198600
32	1	 85.55338700	 82.29283000	 80.63645200
33	1	 88.77899900	 82.19149100	 80.76962600
34	1	 87.33037600	 84.61949400	 80.48846400
35	1	 90.29744500	 84.76762500	 80.48146400
36	1	 91.50123100	 82.12228800	 80.44340200
37	1	 92.97449500	 84.61824400	 80.62717500
38	1	 94.33378800	 82.07022300	 80.52336900
39	1	 97.02881000	 81.81718100	 80.45117200
40	1	 95.65061000	 84.80997100	 80.45956100
41	1	 98.75106000	 84.75029100	 80.66996500
42	1	 99.78731000	 82.38399200	 80.50267100
43	1	101.41797000	 84.99776500	 80.61991800
44	1	102.59260000	 82.54856100	 80.46972100
45	1	104.08849000	 85.16956300	 80.72687600
46	1	 75.99363800	 89.34036200	 80.31539600
47	1	 74.58894700	 87.07689300	 80.69313400
48	1	 77.16117000	 86.84064200	 80.88190900
49	1	 78.59464100	 89.12345400	 80.77787200
50	1	 81.27820300	 89.30148300	 80.78875000
51	1	 84.14757100	 89.52261800	 80.42317200
52	1	 82.60488200	 87.08284500	 80.52350300
53	1	 85.41135600	 87.17342800	 80.43742300
54	1	 87.03855400	 89.39441300	 80.45725000
55	1	 88.76699900	 87.06998700	 80.71084000
56	1	 89.76641400	 89.45432400	 80.84206600
57	1	 94.10537800	 87.07447400	 80.80682300
58	1	 92.46604900	 89.79941700	 80.91910900
59	1	 91.34554100	 87.15683700	 80.92222300
60	1	 97.10427000	 87.19120900	 80.54079900
61	1	 95.32359800	 89.83607000	 80.54667600
62	1	 98.23561000	 89.64734200	 80.68811700
63	1	 99.90295000	 87.37771900	 80.80424500
64	1	102.63406000	 87.50924500	 80.74586000
65	1	105.26228000	 87.53716200	 80.83596800
66	1	 84.52707100	 73.50169000	 82.76999300
67	1	 82.75442300	 75.62358100	 82.57421600
68	1	 83.04864400	 74.36005700	 84.99878100
69	1	 85.98604000	 75.60854900	 83.00449500
70	1	 87.36851400	 73.10525100	 83.04075000
71	1	 88.74935000	 75.42987900	 82.92485500
72	1	 85.62146800	 73.82448700	 85.22876300
73	1	 90.17990600	 73.11813300	 83.09034600
74	1	 92.88194200	 73.04396200	 83.39884600
75	1	 91.59451500	 75.41732200	 82.84809700
76	1	 93.13573900	 76.00906400	 85.27323500
77	1	 90.44655800	 75.99131500	 85.29032400
78	1	 91.43473200	 73.63391000	 85.55886200
79	1	 94.38161400	 75.38083700	 82.82569900
80	1	 95.61492000	 73.43814900	 83.53099600
81	1	 97.40262000	 75.67108300	 83.06934000
82	1	 75.59827300	 81.27195100	 85.24622600
83	1	 77.03087100	 80.35862100	 82.99262300
84	1	 78.77565500	 77.78335000	 82.96760800
85	1	 80.15915700	 80.44857700	 82.81079600
86	1	 79.90944300	 78.82256500	 85.17664500
87	1	 77.25462300	 79.06302800	 85.18322900
88	1	 78.59541500	 81.08769100	 85.17804900
89	1	 81.39250200	 78.04332400	 82.70797400
90	1	 84.10390300	 77.79539500	 82.98167700
91	1	 82.74057500	 80.25285700	 82.93489400
92	1	 81.28494500	 81.39509200	 85.42295700
93	1	 85.44880800	 80.46015600	 83.27944700
94	1	 87.10589100	 78.17825900	 83.22687000
95	1	 88.92753300	 80.34942800	 83.25109800
96	1	 87.46825600	 81.37368500	 85.27972700
97	1	 90.06335300	 77.83200700	 83.17938600
98	1	 92.80689700	 77.81720700	 82.88114400
99	1	 91.66564600	 80.52747300	 82.96249000
100	1	 91.45615900	 78.74176500	 85.27219200
101	1	 94.37573800	 80.31498100	 82.94185100
102	1	 97.50677000	 77.10940400	 81.09899900
103	1	 95.83106000	 77.87863100	 83.01195600
104	1	 97.04791000	 80.49874400	 82.85912300
105	1	 94.11836300	 78.77053800	 85.25423400
106	1	 95.85667000	 81.55219500	 85.16974800
107	1	 98.91484000	 78.29004500	 82.91639700
108	1	 99.99101000	 80.88025400	 82.85626200
109	1	 98.76900000	 81.58944600	 85.01983500
110	1	102.68818000	 80.77523000	 82.57867900
111	1	 75.76594400	 82.75450700	 82.83670800
112	1	 74.51634500	 85.04331200	 82.62675400
113	1	 76.98322400	 83.48623900	 85.12437100
114	1	 77.29698100	 85.03929900	 82.86029600
115	1	 78.40679700	 82.64816000	 82.89636900
116	1	 80.10128600	 85.02772200	 83.08777800
117	1	 79.84604800	 83.64730200	 85.28326900
118	1	 81.42202900	 82.61123800	 82.59728500
119	1	 84.29059800	 82.84313300	 83.02793500
120	1	 82.90451000	 85.38287200	 82.64135800
121	1	 83.07116000	 84.05136900	 85.16630600
122	1	 87.12327500	 82.87918300	 82.81722700
123	1	 85.63068000	 85.32249600	 82.69400000
124	1	 88.51864200	 85.34823400	 82.79861400
125	1	 85.99578300	 83.85250600	 85.51338100
126	1	 90.12418400	 82.82206800	 82.96321900
127	1	 93.07172700	 82.79398500	 82.70840400
128	1	 91.43570600	 85.17908800	 82.97596200
129	1	 90.10374600	 81.38946200	 85.35556400
130	1	 92.92371700	 81.40245900	 85.28530300
131	1	 91.80663300	 83.91077100	 85.49713600
132	1	 94.26239600	 85.47385500	 82.73038500
133	1	 95.80163000	 82.96511900	 82.68740300
134	1	 96.96750000	 85.55261200	 82.83135100
135	1	 94.52691200	 84.02601000	 85.06749200
